0.0566,0.3248,0.5778,-71.4
0.0566243546,0.3248033087,0.5777956906,-70.27172303
0.05671893925,0.3248142218,0.577780095,-69.1457916
0.05688554692,0.3248331637,0.5777523969,-68.02223938
0.05829869659,0.3249970447,0.5774994937,-63.43034452
0.06101168315,0.3253172296,0.5769723889,-58.87652996
0.06518307836,0.3258144373,0.5760901789,-54.36034173
0.07099830014,0.3265076368,0.5747617886,-49.88062184
0.07894699352,0.3274482171,0.5728342601,-45.27945206
0.08907601003,0.32863148,0.570281103,-40.7127412
0.1015896843,0.3300709008,0.5670895532,-36.1761953
0.1166457725,0.3317765748,0.5633104661,-31.66360848
0.134341349,0.3337555796,0.5590432183,-27.16623087
0.1427937816,0.3346939186,0.5570831506,-25.23057469
0.1524935426,0.3357798422,0.5548432211,-25.36831357
0.1620286474,0.3368596981,0.5526168691,-25.49057133
0.1714039377,0.337933895,0.5504036937,-25.59549293
0.199774592,0.34125357,0.5435790291,-25.8000188
0.226975823,0.3445448635,0.536846423,-25.78108409
0.2532566158,0.3478300012,0.5301790383,-25.49075938
0.278911928,0.35113652,0.5235447824,-24.88449576
0.3294922432,0.3579324148,0.5102742858,-22.57540494
0.3812745747,0.3652276845,0.4968215434,-18.56738295
0.4365196506,0.3733531968,0.4831269835,-12.65922841
0.4952843169,0.3824501179,0.4696411451,-5.03834538
0.518315702,0.3861511198,0.4646408367,-1.778282098
0.5313167453,0.3882832666,0.4618872791,0.1075255109
0.5444909196,0.3904804212,0.459141733,2.043332705
0.5578152706,0.3927430481,0.4564052884,4.021078655
0.5712652097,0.3950715919,0.4536789832,6.031773249
0.5988781469,0.4000080367,0.4481719366,10.17895927
0.6266325054,0.4052135975,0.4427170602,14.32661196
0.6542283939,0.4106772426,0.4373189785,18.37130582
0.6813502963,0.4163796795,0.4319803359,22.20969559
0.7076903159,0.4222942737,0.4267025148,25.74872606
0.7538899764,0.433791782,0.4170105844,31.33484371
0.7951357697,0.4456859613,0.4075338401,35.42111176
0.8307983465,0.4577531796,0.3982696067,38.08294671
0.8608892901,0.4698050639,0.3892146616,39.60501057
0.8858626019,0.4817071714,0.3803656896,40.32829897
0.9129703916,0.4975877512,0.3686052856,40.527284
0.9335261789,0.5129331648,0.357209601,40.22206776
0.9490683408,0.527702578,0.3461672658,39.63700644
0.9608287769,0.541889251,0.3354670823,38.86181694
0.9697322955,0.5554962175,0.3250984053,37.93722777
0.9786509783,0.5736076201,0.3111039551,36.44188099
0.9846945206,0.5906230268,0.2977141135,34.76174209
0.9888047135,0.6065794704,0.2849032006,32.92710366
0.9915892745,0.6215194185,0.2726467099,30.95944805
0.9934519826,0.635487665,0.2609212638,28.87929874
0.9953900253,0.6630978909,0.2368201742,23.9815404
0.9958155656,0.6866830089,0.214977292,18.81559535
0.995413165,0.7067107079,0.1951943109,13.53339464
0.994271242,0.7236123545,0.177297341,8.24231944
0.9922959639,0.7377705362,0.1611356936,3.011569494
0.9887325102,0.7512156453,0.1443647617,-2.931786959
0.9833982975,0.761842206,0.1296012244,-8.689410009
0.9756617293,0.770009941,0.1167236546,-14.2430037
0.964644791,0.7760138857,0.1056494531,-19.59796584
0.9491865063,0.7800944023,0.09633016643,-24.7785826
0.9278082773,0.7824426929,0.08874237422,-29.82423812
0.8615610691,0.7825498319,0.07889371686,-39.56447302
0.7428969744,0.7770981348,0.07561481277,-50.23968987
0.6921615542,0.7743578242,0.07595512671,-53.87924554
0.6320315517,0.7710742348,0.07694817997,-57.80499346
0.561510424,0.7672284168,0.07864535357,-62.00288374
0.4809695151,0.7628162612,0.08111622353,-66.346641
0.3933555138,0.7578647467,0.0844322854,-70.54996075
0.3050237704,0.7524442078,0.08862543723,-74.22240392
0.216512469,0.7460250885,0.09422156819,-77.2909829
0.1602394676,0.7408152216,0.09914912745,-78.87818116
0.1284917857,0.7370647735,0.1028462064,-79.63710765
0.1029365648,0.7332932263,0.1066504566,-80.17346064
0.08268581852,0.7295145225,0.1105241184,-80.54550779
0.06684534693,0.7257390735,0.1144403516,-80.79811595
0.05458301433,0.7219743062,0.1183783673,-80.9649672
0.04129394503,0.7163095356,0.1243482384,-81.10710474
0.03391919629,0.7117769796,0.1291501032,-81.16586001
0.02865121652,0.7072793659,0.1339309238,-81.1954967
0.02490168537,0.7028183053,0.1386853504,-81.20663888
0.02223105166,0.6983946501,0.1434096897,-81.20642064
0.02033458509,0.6940089626,0.1481018749,-81.19870944
0.01877603128,0.6887470759,0.1537420475,-81.18217423
0.01777139651,0.6835416316,0.1593321172,-81.16078528
0.01713151256,0.6783924149,0.1648711981,-81.13650791
0.01672975222,0.6732990721,0.1703589075,-81.11028851
0.01648383402,0.6682612107,0.1757951998,-81.08261882
0.01634118326,0.6632784168,0.1811802088,-81.05386688
0.01625465506,0.6567917762,0.1882026345,-81.01464252
0.01624265045,0.6503990662,0.195136928,-80.97408635
0.01627385729,0.6440991941,0.2019836411,-80.93229233
0.01632668072,0.6378910594,0.2087433008,-80.88938505
0.0163913717,0.6317735921,0.2154165588,-80.845425
0.01646704364,0.625745765,0.2220041875,-80.80034305
0.01662197915,0.6150477535,0.2337256777,-80.71572978
0.01679876913,0.6046348031,0.2451721832,-80.62721017
0.01699005481,0.594501105,0.2563474536,-80.5349143
0.01719016321,0.58464096,0.2672552241,-80.43900435
0.01739901288,0.5750488029,0.2778993193,-80.33946656
0.017618911,0.5657192334,0.2882835521,-80.23620493
0.01815706456,0.5455798275,0.3108082506,-79.98953147
0.01875574144,0.5266963458,0.3320674985,-79.72470034
0.01941440912,0.5090134741,0.352103047,-79.44298006
0.02013356569,0.4924785541,0.3709565399,-79.14606259
0.02091464118,0.4770411453,0.3886696966,-78.83570503
0.0238600589,0.4340929986,0.4386204687,-77.7631488
0.02740462234,0.4005907436,0.4784689434,-76.63899431
0.03139321805,0.3751096683,0.5095608695,-75.53885804
0.03556101514,0.356306994,0.5332070921,-74.53068968
0.03970578185,0.3429392923,0.5506404204,-73.63591495
0.04489926734,0.3317345719,0.5660256062,-72.63851225
0.04943267436,0.3258922523,0.5747201156,-71.86169373
0.05304639874,0.3235790874,0.5787062204,-71.29653179
0.05561348249,0.3233615683,0.5796645134,-70.92470738
0.05714130542,0.3241673887,0.5789680659,-70.72021639
0.05782705624,0.3258861975,0.5767594924,-70.64808486
0.05730276505,0.3267819076,0.575382544,-70.73368975
0.05701046762,0.3269447537,0.5751247662,-70.77763757
